SLAMBench Report run started:	2020-03-12 08:19:50

Properties:
=================

frame-limit: 0
log-file: ./experiments/original/1-1-TUM1XYZ-ORB-0.00001.log
input: datasets/TUM/freiburg1/rgbd_dataset_freiburg1_xyz.slam
load-slam-library: ./build/lib/liborbslam2-original-library.so
dse: false
help: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
Depth-intrinsics-parameters: 0.9235938,1.229375,0.5171875,0.4875
Depth-disparity-params: 0.001,0
Grey-intrinsics-parameters: 0.8082812,1.076042,0.4978125,0.531875
RGB-intrinsics-parameters: 0.8082812,1.076042,0.4978125,0.531875
load-filter-library: ./build/lib/libcombine-skip-flow-filter.so
mode: auto
settings: 
vocabulary: ./benchmarks/orbslam2/src/original/Vocabulary/ORBvoc.bin
max-features: 1000
scale-levels: 8
scale-factor: 1.2
initial-fast-threshold: 20
second-fast-threshold: 7
camera-fps: 40
depth-threshold: 40
skip-threshold: 1e-05
intensity-weight: 1
depth-weight: 1

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	CPU_Memory	GPU_Memory	CUDA_Memory	X	Y	Z
1	1305031102.1943299770	0.0256472826	0.0256472826	0.0256472826	0.0000000000	0.0155130000	0	0	209321984	0.0000000000	0.0000000000	0.0000000000
2	1305031102.2267379761	0.0284436420	0.0270454623	0.0284436420	0.0242432058	0.0216720000	0	0	209321984	-0.0014169307	0.0066641374	0.0111389365
3	1305031102.2628860474	0.0221411996	0.0254107080	0.0284436420	0.0174624424	0.0172610000	0	0	209321984	-0.0018644945	0.0049965703	0.0247112848
4	1305031102.2952790260	0.0195565671	0.0239471728	0.0284436420	0.0142830577	0.0172080000	0	0	209321984	-0.0026807699	0.0064607221	0.0364153497
5	1305031102.3291950226	0.0151030207	0.0221783424	0.0284436420	0.0139097061	0.0172490000	0	0	209321984	-0.0020300676	0.0041145119	0.0494582057
6	1305031102.3630130291	0.0130694266	0.0206601898	0.0284436420	0.0128205111	0.0173040000	0	0	209321984	-0.0029241084	0.0052412874	0.0608815737
7	1305031102.3947720528	0.0103192162	0.0191829078	0.0284436420	0.0117512904	0.0170720000	0	0	209321984	-0.0041768551	0.0060729794	0.0731563568
8	1305031102.4278149605	0.0104724048	0.0180940949	0.0284436420	0.0139458415	0.0164560000	0	0	209321984	-0.0080689676	0.0100552319	0.0835616067
9	1305031102.4623949528	0.0122381076	0.0174434297	0.0284436420	0.0150474862	0.0175690000	0	0	209321984	-0.0076916488	0.0180662982	0.0946049392
10	1305031102.4942710400	0.0113284998	0.0168319367	0.0284436420	0.0151555838	0.0207940000	0	0	209321984	-0.0058739306	0.0165456422	0.1084493250
11	1305031102.5263299942	0.0144158434	0.0166122918	0.0284436420	0.0147586942	0.0192900000	0	0	209321984	-0.0048213834	0.0170152746	0.1217143461
12	1305031102.5622239113	0.0149733266	0.0164757114	0.0284436420	0.0146418902	0.0186630000	0	0	209321984	-0.0067963395	0.0155636175	0.1336741596
13	1305031102.5941579342	0.0210974142	0.0168312270	0.0284436420	0.0144202422	0.0187580000	0	0	209321984	-0.0053871479	0.0120522548	0.1477980763
14	1305031102.6268179417	0.0248790272	0.0174060699	0.0284436420	0.0141159900	0.0187590000	0	0	209321984	-0.0087303184	0.0101601593	0.1583029628
15	1305031102.6632730961	0.0196742993	0.0175572852	0.0284436420	0.0145634398	0.0195990000	0	0	209321984	-0.0136089716	0.0183034539	0.1679510325
16	1305031102.6951649189	0.0210306551	0.0177743708	0.0284436420	0.0140955320	0.0196240000	0	0	209321984	-0.0138447620	0.0214371253	0.1812834591
17	1305031102.7284231186	0.0267175920	0.0183004426	0.0284436420	0.0138229979	0.0184890000	0	0	209321984	-0.0147068258	0.0214328431	0.1943416446
18	1305031102.7635490894	0.0252243839	0.0186851060	0.0284436420	0.0139503681	0.0183060000	0	0	209321984	-0.0139280111	0.0289049074	0.2066482753
19	1305031102.7949779034	0.0304272883	0.0193031156	0.0304272883	0.0136013635	0.0177770000	0	0	209321984	-0.0119071221	0.0295979492	0.2201794386
20	1305031102.8285369873	0.0325452127	0.0199652205	0.0325452127	0.0135407920	0.0177550000	0	0	209321984	-0.0137704825	0.0332302637	0.2322480977
21	1305031102.8628079891	0.0371628217	0.0207841539	0.0371628217	0.0132738701	0.0174780000	0	0	209321984	-0.0142559614	0.0331983007	0.2454686910
22	1305031102.8941669464	0.0389322080	0.0216090654	0.0389322080	0.0132235944	0.0179760000	0	0	209321984	-0.0167714767	0.0357374921	0.2570466399
